SiteCode|BSCName|SiteName|Vendor|Assiciated City Name|OMC|SiteType|Priority|Type|Region|Sub-Region|Comm. Region|OSV|Proposed Region|Zone|Swap Status|MBU#|RBU
ASW8602|MUL150E|ASW8602|Ericsson|AliSherWaheen|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||36|Central-II
ATH4921|FSD126E|ATH4921|Ericsson|Jhang|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
ATH8533|FSD124E|ATH8533|Ericsson|Jhang|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
ATH8535|FSD126E|ATH8535|Ericsson|Jhang|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|22||29|Central-II
ATK1062|ISB001H__I10_ISB_1|ATK1062__H_RlwyStn|Huawei|ATTOCK|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATK1102|ISB001H__I10_ISB_1|ATK1102__S_Aminabad|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATK1801|ISB001H__I10_ISB_1|ATK1801__S_Darrusalamcolony|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATK1802|ISB001H__I10_ISB_1|ATK1802__S_Attock2|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATK1803|ISB001H__I10_ISB_1|ATK1803__S_HakimAbad|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATK1805|ISB001H__I10_ISB_1|ATK1805__S_Sadiqabad|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATK1806|ISB001H__I10_ISB_1|ATK1806__S_MohallaQaimShah|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATK1807|ISB001H__I10_ISB_1|ATK1807__S_ShakkarDara|Huawei|ATTOCK|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATK2669|ISB001H__I10_ISB_1|ATK2669__P_HammadRoad|Huawei|ATTOCK|Huawei OMC|Platinum|Platinum|Macro|North|North I|North 3|EPTSC|R1|15||14|North
ATT0515|HYD343Z_HYDMGW_1|ATT0515__S_Goth_Karna_Mori|ZTE|ATTA M. PALLI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||72|South
AUN8964|OKR048H__MGWSHW_6|AUN8964__S_Chak73_A5L|Huawei|Sahiwal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
AWA6203|BHP103E|AWA6203|Ericsson|C667X_Awanonwali|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||52|Central-I
AWN1673|ISB003H__I10_ISB_3|AWN1673__H_Awan|Huawei|AWAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
AWN1680|ISB003H__I10_ISB_3|AWN1680__S_BandKorai|Huawei|AWAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
AWN2144|ISB003H__I10_ISB_3|AWN2144__S_harPur|Huawei|AWAN|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|17||77|North
AYN2482|JHL002H__Rasheedabad_JHE_2|AYN2482__S_KuruAyon|Huawei|AYOUNE|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|16||10|North
AZH1223|ISB001H__I10_ISB_1|AZH1223__H_AdalzaiHaroon|Huawei|ADALZAIHAROON|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|15||14|North
AZH1226|ISB001H__I10_ISB_1|AZH1226__S_AdalzaiHarontoRd|Huawei|ADALZAIHAROON|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|15||14|North
BAD5108|HYD312H__HYDMGW_2|BAD5108__P_BadinRailwaystation|Huawei|BADIN|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||78|South
BAD6259|HYD312H__HYDMGW_2|BAD6259__S_S_Mohajir_Chowk_Badin|Huawei|BADIN|Huawei OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|34||78|South
BAG6608|SUK342Z_SUKMGW_1|BAG6608__S_Goth_HaibatKhanMagsi|ZTE|SUKKUR|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|32||64|South
BAL8596|SGD161E|BAL8596|Ericsson|Mianwali|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|20||30|Central-II
BAM6104|SUK342Z_SUKMGW_1|BAM6104__P_Gingh_Sharif_DCS|ZTE|BEHRAM|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 2|CCS|R2|32||64|South
BAN7254|BHP100E|BAN7254|Ericsson|Bhana|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||42|Central-II
BAN7257|BHP100E|BAN7257|Ericsson|Bhana|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|28||42|Central-II
BAR7281|BHP103E|BAR7281|Ericsson|C689X_Bara|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||52|Central-I
BAR7303|BHP103E|BAR7303|Ericsson|C689X_Bara|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|28||52|Central-I
BAS7583|MUL320Z|BAS7583__S_S_BastiSameena|ZTE|BASTISAMENA|ZTE OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|26||38|Central-II
BBH2253|ISB002H__VSAT_ISB_2|BBH2253__S_Bhabharr|Huawei|BHABHARR|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11||5|North
BBK9607|SKT002H__IndustrialEstate_SKT_2|BBK9607__H_MusalmaniaGoriaBobak|Huawei|Narrowal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
BBK9608|SKT002H__IndustrialEstate_SKT_2|BBK9608__S_KhanPuraNorowal|Huawei|Narrowal|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
BBK9609|SKT002H__IndustrialEstate_SKT_2|BBK9609__S_BobakMaraly|Huawei|Narrowal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|7||46|Central-I
BBZ2891|MRD002H__Mardan_MRD_2|BBZ2891__P_Babuzai|Huawei|Babuzai|Huawei OMC|Silver|Silver|Macro|North|North II|North 2|HNL|R1|18||8|North
BCH4842|RWD543H__FRF_11|BCH4842__S_JRWBuchiana|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
BCH8529|RWD543H__FRF_11|BCH8529__S_Narrowalapind|Huawei|Sheikhupura|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 1|Mobiserve|R1|2||24|Central-I
BCK2866|ISB002H__VSAT_ISB_2|BCK2866__S_BochaalKalan|Huawei|BOCHAALKALAN|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|11||5|North
BCN7067|SUK342Z_SUKMGW_1|BCN7067__S_BeroChandio_WP|ZTE|Bero Chandio|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|32||64|South
BDB7513|MUL152E|BDB7513|Ericsson|Pakpattan|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|Mobiserve|R2|25||50|Central-I
BDB7514|MUL152E|BDB7514|Ericsson|Pakpattan|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|Mobiserve|R2|25||50|Central-I
BDB7515|MUL152E|BDB7515|Ericsson|Pakpattan|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|Mobiserve|R2|25||50|Central-I
BDG6742|SUK313Z|BDG6742|ZTE|BANGAL DERO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||64|South
BDG6743|SUK313Z|BDG6743|ZTE|BANGAL DERO|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||64|South
BDN8459|OKR048H__MGWSHW_6|BDN8459__S_ChakiMuzafarShah|Huawei|Sahiwal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
BDN8461|OKR048H__MGWSHW_6|BDN8461__S_JamiaArabia|Huawei|Sahiwal|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 5|Mobiserve|R1|1||50|Central-I
BDR6082|SUK342Z_SUKMGW_1|BDR6082__H_Badrah_TXN_Rpt|ZTE|BADRAH|ZTE OMC|Hub|Hub|Macro|South|South II|South 2|CCS|R2|32||64|South
BDR6871|SUK342Z_SUKMGW_1|BDR6871__S_NoonariMohallah|ZTE|BADRAH|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|32||64|South
BDW7506|MUL159E|BDW7506|Ericsson|BASTIDHADHANWALI|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
BDW7507|MUL159E|BDW7507|Ericsson|BASTIDHADHANWALI|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
BDW7508|MUL153E|BDW7508|Ericsson|BASTIDHADHANWALI|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||54|Central-I
BEL5901|KHI303H__Barq_3|BEL5901__S_Bela_DTE|Huawei|BELA|Huawei OMC|Silver|Silver|Macro|South|South II|South 3|Myson|R2|38||70|South
BEL5903|KHI303H__Barq_3|BEL5903__S_Quettacrossing_Bela|Huawei|BELA|Huawei OMC|Silver|Silver|Macro|South|South II|South 3|Myson|R2|38||70|South
BER0832|HYD343Z_HYDMGW_1|BER0832__S_KurkuliStop_Jhol|ZTE|BERANI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
BER6132|HYD343Z_HYDMGW_1|BER6132__S_Bherani_DTE|ZTE|BERANI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
BER6170|HYD343Z_HYDMGW_1|BER6170__S_Qasr_Talpur_Jhol|ZTE|BERANI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
BER6478|HYD343Z_HYDMGW_1|BER6478__S_ShaziMuree_House|ZTE|BERANI|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||75|South
BFA1931|ISB006H__I10_ISB_6|BFA1931__P_Baffa|Huawei|BAFFA|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGA6986|GUJ002H__Ferozeabad_GUJ_2|BGA6986__S_MajhiMalakwal|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
BGA6988|GUJ002H__Ferozeabad_GUJ_2|BGA6988__H_BaggaPump|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
BGA6989|GUJ002H__Ferozeabad_GUJ_2|BGA6989__S_Chak3MandiBaudin|Huawei|Mandi Bhudin|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 4|Mobiserve|R1|10||43|Central-I
BGD8037|FSD121E|BGD8037|Ericsson|Faisalabad|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|23||25|Central-II
BGD8038|FSD121E|BGD8038|Ericsson|Faisalabad|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|23||25|Central-II
BGD8039|FSD121E|BGD8039|Ericsson|Faisalabad|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 2|EPTSC|R2|23||25|Central-II
BGH2049|ISB644H__I-10_Building_ISB_1|BGH2049__S_AlShifaHospitalBagh|Huawei|BAGH|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGH2191|ISB644H__I-10_Building_ISB_1|BGH2191__H_KanaMuri|Huawei|BAGH|Huawei OMC|Hub|Hub|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGH2193|ISB644H__I-10_Building_ISB_1|BGH2193__S_DHQHospital|Huawei|BAGH|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGH3054|ISB644H__I-10_Building_ISB_1|BGH3054__S_MainBazar|Huawei|Bagh|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGI7133|SUK313Z|BGI7133|ZTE|BGI|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||65|South
BGL2204|JHE653H__MGWJHE_1|BGL2204__S_MairShareef|Huawei|BHAGWAL|Huawei OMC|Silver|Silver|Macro|North|North I|Central 4|EPTSC|R1|10||45|Central-I
BGL2205|JHE653H__MGWJHE_1|BGL2205__H_PindiHashim|Huawei|BHAGWAL|Huawei OMC|Silver|Silver|Macro|North|North I|Central 4|EPTSC|R1|10||45|Central-I
BGL2206|JHE653H__MGWJHE_1|BGL2206__H_DhalKakka|Huawei|BHAGWAL|Huawei OMC|Hub|Hub|Macro|North|North I|Central 4|EPTSC|R1|10||45|Central-I
BGN0815|SUK314Z|BGN0815__S_HinduMohallah_TP|ZTE|BGN|ZTE OMC|Silver|Silver|Macro|South|South II|South 3|CCS|R2|30||71|South
BGO5176|SUK313Z|BGO5176__S_SakhiYounisGoth|ZTE|BAGO DRA|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||67|South
BGO5458|SUK313Z|BGO5458__S_GothAmeerBuxKorai|ZTE|BAGO DRA|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||67|South
BGO5634|SUK313Z|BGO5634__S_GothKewraGabool|ZTE|BAGO DRA|ZTE OMC|Silver|Silver|Macro|South|South II|South 2|CCS|R2|29||67|South
BGR0449|ISB644H__I-10_Building_ISB_1|BGR0449__S_NoorGala|Huawei|Baghrural|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2366|ISB644H__I-10_Building_ISB_1|BGR2366__S_ChattarNo2|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2384|ISB644H__I-10_Building_ISB_1|BGR2384__S_DautranBaniMaldra|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2390|ISB644H__I-10_Building_ISB_1|BGR2390__S_BaiSBangla|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2391|ISB644H__I-10_Building_ISB_1|BGR2391__S_MALOOT|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2393|ISB644H__I-10_Building_ISB_1|BGR2393__S_Rera|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2394|ISB644H__I-10_Building_ISB_1|BGR2394__S_Dhulli|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2400|ISB644H__I-10_Building_ISB_1|BGR2400__S_Battikot|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2406|ISB644H__I-10_Building_ISB_1|BGR2406__S_BhagsarLowerDhirkot|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2407|ISB644H__I-10_Building_ISB_1|BGR2407__S_Kotairanakkar|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2408|ISB644H__I-10_Building_ISB_1|BGR2408__S_Chichri|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BGR2409|ISB644H__I-10_Building_ISB_1|BGR2409__S_SudhanGali|Huawei|BAGHRURAL|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|16||12|North
BHA8536|GUJ003H__Ferozeabad_SGD_3|BHA8536__S_MuhallahNoorHusain|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
BHA8537|GUJ003H__Ferozeabad_SGD_3|BHA8537__S_BuchaKalan|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|9||33|Central-II
BHB0317|ISB649H__I-10_Building_ISB_3|BHB0317__H_PCBhurban|Huawei|BHURBAN|Huawei OMC|Hub|Hub|Macro|North|North I|North 1|EPTSC|R1|15||3|North
BHB1164|ISB649H__I-10_Building_ISB_3|BHB1164__S_LowerAliot|Huawei|BHURBAN|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|15||3|North
BHB1924|ISB649H__I-10_Building_ISB_3|BHB1924__S_MohraSharifMuree|Huawei|BHURBAN|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|15||3|North
BHB7056|ISB649H__I-10_Building_ISB_3|BHB7056__T_PCBhurbanABlockMini|Huawei|BHURBAN|Huawei OMC|Platinum|Platinum|Micro/Mini|North|North I|North 1|EPTSC|R1|15||3|North
BHB7168|ISB649H__I-10_Building_ISB_3|BHB7168__T_PCBhurbanCBlockMini|Huawei|BHURBAN|Huawei OMC|Platinum|Platinum|Micro/Mini|North|North I|North 1|EPTSC|R1|15||3|North
BHB7169|ISB649H__I-10_Building_ISB_3|BHB7169__T_PCBhurbanEBlockMini|Huawei|BHURBAN|Huawei OMC|Platinum|Platinum|Micro/Mini|North|North I|North 1|EPTSC|R1|15||3|North
BHE4043|GUJ003H__Ferozeabad_SGD_3|BHE4043__S_MozaLillah|Huawei|Jhelum|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|10||13|North
BHE4044|GUJ003H__Ferozeabad_SGD_3|BHE4044__S_LillahInterchange|Huawei|Jhelum|Huawei OMC|Silver|Silver|Macro|North|North I|North 3|EPTSC|R1|10||13|North
BHE4228|GUJ003H__Ferozeabad_SGD_3|BHE4228__S_SultaniGateBhera|Huawei|Sargodha|Huawei OMC|Silver|Silver|Macro|Center I|Center I|Central 2|Mobiserve|R1|10||33|Central-II
BHE4229|GUJ003H__Ferozeabad_SGD_3|BHE4229__P_MalakwalRdBhera|Huawei|Sargodha|Huawei OMC|Hub|Hub|Macro|Center I|Center I|Central 2|Mobiserve|R1|10||33|Central-II
BHE9882|GUJ003H__Ferozeabad_SGD_3|BHE9882__S_NearDarulAloom|Huawei|Sargodha|Huawei OMC|Platinum|Platinum|Macro|Center I|Center I|Central 2|Mobiserve|R1|10||33|Central-II
BHG8060|BHP104E|BHG8060|Ericsson|Vehari|Ericsson OMC|Silver|Silver|Macro|Center II|Center II|Central 5|Mobiserve|R2|25||56|Central-I
BHG8061|BHP104E|BHG8061|Ericsson|Bharatgarh|Ericsson OMC|Silver|Silver|Macro|Center II|Center III|Central 5|Mobiserve|R2|25||56|Central-I
BHK2933|JHE653H__MGWJHE_1|BHK2933__S_Sakot|Huawei|BHALLAKAR|Huawei OMC|Silver|Silver|Macro|North|North I|North 1|EPTSC|R1|12||5|North
BHL4879|SGD163E|BHL4879|Ericsson|Bhakkar|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|Mobiserve|R2|26||32|Central-II
BHN6042|HYD343Z_HYDMGW_1|BHN6042__P_Bhan_Saaedabad|ZTE|BHAN|ZTE OMC|Silver|Silver|Macro|South|South II|South 4|Myson|R2|33||73|South
BHN6519|HYD343Z_HYDMGW_1|BHN6519__P_GovtPrimarySchoolBhan|ZTE|BHAN|ZTE OMC|Platinum|Platinum|Macro|South|South II|South 4|Myson|R2|33||73|South
BHO7575|FSD125E|BHO7575|Ericsson|Faisalabad|Ericsson OMC|Hub|Hub|Macro|Center II|Center II|Central 2|EPTSC|R2|22||27|Central-II
BHP0062|BHP106E|BHP0062|Ericsson|BAHAWALPUR|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0210|BHP106E|BHP0210|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Micro/Mini|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0259|BHP106E|BHP0259|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0365|BHP106E|BHP0365|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0399|BHP106E|BHP0399|Ericsson|BAHAWALPUR|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0732|BHP106E|BHP0732|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0813|BHP106E|BHP0813|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0830|BHP106E|BHP0830|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0871|BHP106E|BHP0871|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP0880|BHP106E|BHP0880|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP1111|BHP106E|BHP1111|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3101|BHP106E|BHP3101|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3102|BHP106E|BHP3102|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3504|BHP106E|BHP3504|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3578|BHP106E|BHP3578|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3580|BHP106E|BHP3580|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3659|BHP106E|BHP3659|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3662|BHP100E|BHP3662|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3907|BHP106E|BHP3907|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP3958|BHP106E|BHP3958|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP4122|BHP106E|BHP4122|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP4214|BHP106E|BHP4214|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP4215|BHP106E|BHP4215|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP4216|BHP106E|BHP4216|Ericsson|BAHAWALPUR|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP4340|BHP106E|BHP4340|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP4344|BHP106E|BHP4344|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7231|BHP106E|BHP7231|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7243|BHP106E|BHP7243|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7317|BHP106E|BHP7317|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7592|BHP106E|BHP7592|Ericsson|BAHAWALPUR|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7763|BHP106E|BHP7763|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7936|BHP106E|BHP7936|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7937|BHP106E|BHP7937|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7938|BHP106E|BHP7938|Ericsson|BAHAWALPUR|Ericsson OMC|Hub|Hub|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7939|BHP106E|BHP7939|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7940|BHP106E|BHP7940|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7942|BHP106E|BHP7942|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP7943|BHP106E|BHP7943|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP8232|BHP106E|BHP8232|Ericsson|BAHAWALPUR|Ericsson OMC|Silver|Silver|Micro/Mini|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
BHP8365|BHP106E|BHP8365|Ericsson|BAHAWALPUR|Ericsson OMC|Platinum|Platinum|Macro|Center III|Center III|Central 3|Mobiserve|R2|27||35|Central-II
